episode,t,phase,p,exact_success_N16,mc_success_N16,abs_error_N16
20,8,pre_shift,0.275,0.0014950833038995279,0.0012,0.00029508330389952796
20,9,post_shift,0.4875,0.001224444552080299,0.0006,0.0006244445520802992
20,10,post_shift,0.5125,0.0030519699146364597,0.004,0.0009480300853635403
20,11,post_shift,0.39375,0.0007660496293669827,0.0012,0.00043395037063301723
20,12,post_shift,0.325,0.006288196416464653,0.007,0.0007118035835353472
20,13,post_shift,0.4,0.03128846324877517,0.0308,0.0004884632487751686
20,14,post_shift,0.3625,0.02943259686599057,0.0256,0.003832596865990568
20,15,post_shift,0.31875,0.007272784447934414,0.007,0.00027278444793441426
20,16,post_shift,0.3,0.010767967359641379,0.012,0.0012320326403586213
20,17,post_shift,0.34375,0.0243807306283294,0.0244,1.926937167060286e-05
21,0,pre_shift,0.05,0.124777696498582,0.1216,0.0031776964985820028
21,1,pre_shift,0.0375,0.2838021827543573,0.2698,0.014002182754357329
21,2,pre_shift,0.075,0.31453019240549124,0.311,0.0035301924054912392
21,3,pre_shift,0.09375,0.0756470836525015,0.074,0.0016470836525015048
21,4,pre_shift,0.05,0.1803831426484439,0.1726,0.007783142648443903
21,5,pre_shift,0.0875,0.17315071616051778,0.1782,0.0050492838394822215
21,6,pre_shift,0.10625,0.2794988519816593,0.275,0.00449885198165928
21,7,pre_shift,0.14375,0.33798770810695844,0.3354,0.002587708106958464
21,8,pre_shift,0.175,0.06561098308460897,0.0692,0.0035890169153910273
21,9,post_shift,0.1625,0.1014770064045791,0.097,0.004477006404579098
21,10,post_shift,0.2,0.2117943353894051,0.2004,0.011394335389405097
21,11,post_shift,0.11875,0.13347365133914518,0.1324,0.001073651339145193
21,12,post_shift,0.1375,0.2474322498049162,0.248,0.0005677501950837882
21,13,post_shift,0.15625,0.2985656944034568,0.3002,0.0016343055965432063
21,14,post_shift,0.18125,0.36837082142228794,0.3724,0.004029178577712067
21,15,post_shift,0.16875,0.12757151077161888,0.1262,0.0013715107716188724
21,16,post_shift,0.15,0.29470392362108677,0.3032,0.008496076378913253
21,17,post_shift,0.13125,0.22331785944364094,0.2274,0.004082140556359054
22,0,pre_shift,0.075,0.0656326142259651,0.0624,0.0032326142259651025
22,1,pre_shift,0.09375,0.026113904041790762,0.0238,0.0023139040417907604
22,2,pre_shift,0.06875,0.045188226160706974,0.042,0.003188226160706971
22,3,pre_shift,0.125,0.0223976407114098,0.0188,0.0035976407114097983
22,4,pre_shift,0.11875,0.021475539310437473,0.0198,0.001675539310437471
22,5,pre_shift,0.08125,0.024339705060797242,0.0276,0.0032602949392027576
22,6,pre_shift,0.15,0.010399216508251622,0.0114,0.001000783491748378
22,7,pre_shift,0.19375,0.023110410406215687,0.0226,0.0005104104062156889
22,8,pre_shift,0.23125,0.004408688244735269,0.0066,0.0021913117552647306
22,9,post_shift,0.4125,1.8029417405356813e-05,0.0,1.8029417405356813e-05
22,10,post_shift,0.51875,0.00029426483137971,0.0,0.00029426483137971
22,11,post_shift,0.5125,0.0003706725884399142,0.0,0.0003706725884399142
22,12,post_shift,0.5125,0.00010045242572060869,0.0,0.00010045242572060869
22,13,post_shift,0.5125,0.00023743478021206888,0.0002,3.743478021206887e-05
22,14,post_shift,0.48125,0.000604814883989205,0.0008,0.000195185116010795
22,15,post_shift,0.38125,0.001333883737801989,0.0014,6.61162621980111e-05
22,16,post_shift,0.475,0.000991705025385363,0.0004,0.000591705025385363
22,17,post_shift,0.39375,0.0025902797171333033,0.0016,0.0009902797171333032
23,0,pre_shift,0.05625,0.11387261303849291,0.1142,0.00032738696150708124
23,1,pre_shift,0.0375,0.19505049437266253,0.1882,0.0068504943726625245
23,2,pre_shift,0.04375,0.14942083787337973,0.149,0.0004208378733797369
23,3,pre_shift,0.1,0.3533746266504097,0.3444,0.008974626650409712
23,4,pre_shift,0.1,0.29206420819502593,0.2994,0.007335791804974068
23,5,pre_shift,0.125,0.3276622822213472,0.3278,0.00013771777865279056
23,6,pre_shift,0.1125,0.2121568126250106,0.21,0.0021568126250106068
23,7,pre_shift,0.18125,0.05407875382228869,0.0556,0.0015212461777113079
23,8,pre_shift,0.1625,0.06928923720109438,0.065,0.0042892372010943786
23,9,post_shift,0.24375,0.12003445335456953,0.1216,0.001565546645430474
23,10,post_shift,0.24375,0.20921186677142056,0.2044,0.004811866771420564
23,11,post_shift,0.20625,0.054859471129528374,0.0522,0.0026594711295283707
23,12,post_shift,0.2125,0.2648399677239941,0.275,0.010160032276005926
23,13,post_shift,0.2,0.11846349515625768,0.1106,0.007863495156257672
23,14,post_shift,0.20625,0.1846198317108503,0.1744,0.010219831710850308
23,15,post_shift,0.23125,0.36292256292459774,0.3692,0.006277437075402237
23,16,post_shift,0.275,0.15378665723168983,0.1466,0.007186657231689819
23,17,post_shift,0.2375,0.19052565923358677,0.1886,0.001925659233586785
24,0,pre_shift,0.0625,0.09470516207920464,0.0984,0.003694837920795363
24,1,pre_shift,0.10625,0.12935872871924134,0.1316,0.0022412712807586554
24,2,pre_shift,0.05625,0.06435517339071067,0.064,0.00035517339071067244
24,3,pre_shift,0.05,0.049334562744284306,0.0476,0.0017345627442843028
24,4,pre_shift,0.05625,0.027119182913831814,0.0248,0.0023191829138318153
24,5,pre_shift,0.06875,0.026684123840981518,0.0294,0.0027158761590184814
24,6,pre_shift,0.13125,0.00958430130449299,0.0116,0.0020156986955070094
24,7,pre_shift,0.16875,0.002959750928844861,0.003,4.0249071155139086e-05
24,8,pre_shift,0.2,0.0007665711191203301,0.0006,0.00016657111912033015
24,9,post_shift,0.325,0.0045597410741990575,0.0058,0.0012402589258009421
24,10,post_shift,0.275,0.0008684972940407398,0.0002,0.0006684972940407398
24,11,post_shift,0.2875,0.002845904805937524,0.0036,0.0007540951940624759
24,12,post_shift,0.2125,0.0009626016185116488,0.0,0.0009626016185116488
24,13,post_shift,0.26875,0.008416272968714491,0.0072,0.0012162729687144914
24,14,post_shift,0.2375,0.0022488011749278755,0.0024,0.0001511988250721243
24,15,post_shift,0.2,0.008141592228780681,0.0078,0.00034159222878068184
24,16,post_shift,0.15625,0.022801861415476604,0.0214,0.0014018614154766053
24,17,post_shift,0.1625,0.06540575601679513,0.0636,0.0018057560167951264
25,0,pre_shift,0.06875,0.26348373736367436,0.2744,0.010916262636325613
25,1,pre_shift,0.05,0.10567530795633985,0.104,0.0016753079563398554
25,2,pre_shift,0.06875,0.15579324385364546,0.1484,0.007393243853645454
25,3,pre_shift,0.0875,0.1393667778889064,0.1362,0.0031667778889064024
25,4,pre_shift,0.0875,0.10921294557005506,0.1066,0.002612945570055064
25,5,pre_shift,0.10625,0.15060814196428704,0.148,0.0026081419642870474
25,6,pre_shift,0.13125,0.15019759335261038,0.147,0.003197593352610384
25,7,pre_shift,0.18125,0.24453967854424535,0.2468,0.002260321455754638
25,8,pre_shift,0.15,0.23394550730028088,0.2344,0.00045449269971911677
25,9,post_shift,0.18125,0.1653929633759113,0.1684,0.003007036624088688
25,10,post_shift,0.20625,0.16068124443249968,0.1492,0.011481244432499677
25,11,post_shift,0.2375,0.19751489736087577,0.202,0.004485102639124244
25,12,post_shift,0.18125,0.19882202059851137,0.1912,0.007622020598511359
25,13,post_shift,0.2,0.42520829237750635,0.4186,0.00660829237750632
25,14,post_shift,0.23125,0.430247903616687,0.4342,0.003952096383312953
25,15,post_shift,0.19375,0.35823562973641987,0.3512,0.007035629736419857
25,16,post_shift,0.225,0.37123495773386816,0.3738,0.002565042266131856
25,17,post_shift,0.20625,0.4338341057806422,0.4258,0.008034105780642176
26,0,pre_shift,0.08125,0.1140519040469824,0.1136,0.00045190404698239317
26,1,pre_shift,0.05625,0.06919796200703703,0.0692,2.037992962972135e-06
26,2,pre_shift,0.125,0.0976926388300871,0.098,0.0003073611699129092
26,3,pre_shift,0.075,0.04440385028275466,0.0438,0.000603850282754663
26,4,pre_shift,0.11875,0.04238529013967081,0.0434,0.0010147098603291924
26,5,pre_shift,0.13125,0.028472112058869223,0.0274,0.001072112058869222
26,6,pre_shift,0.1625,0.013604041090838234,0.0142,0.0005959589091617673
26,7,pre_shift,0.2375,0.02092227478271834,0.0156,0.00532227478271834
26,8,pre_shift,0.33125,3.896878662662867e-05,0.0,3.896878662662867e-05
26,9,post_shift,0.55,8.655591518762013e-05,0.0002,0.00011344408481237988
26,10,post_shift,0.55625,0.0001529438681979587,0.0002,4.7056131802041305e-05
26,11,post_shift,0.55,0.001687371029257842,0.0008,0.000887371029257842
26,12,post_shift,0.5625,0.009861800071927499,0.008,0.001861800071927499
26,13,post_shift,0.50625,0.0004575384617432067,0.0002,0.0002575384617432067
26,14,post_shift,0.4875,0.0032089523717108576,0.0018,0.0014089523717108576
26,15,post_shift,0.43125,0.01654654276503057,0.0172,0.000653457234969429
26,16,post_shift,0.31875,0.014892773291158219,0.0106,0.004292773291158219
26,17,post_shift,0.3125,0.026722596026838463,0.0314,0.004677403973161534
27,0,pre_shift,0.08125,0.07118548219685177,0.0726,0.0014145178031482325
27,1,pre_shift,0.05,0.010195453835685911,0.0144,0.004204546164314088
27,2,pre_shift,0.09375,0.13336138206191847,0.1242,0.009161382061918466
27,3,pre_shift,0.1,0.08967573319176228,0.09,0.0003242668082377165
27,4,pre_shift,0.0875,0.12498687667430718,0.1176,0.00738687667430718
27,5,pre_shift,0.1,0.05223163253719521,0.0522,3.163253719520864e-05
27,6,pre_shift,0.10625,0.024187845231964055,0.023,0.0011878452319640555
27,7,pre_shift,0.11875,0.03647294792898997,0.0358,0.0006729479289899684
27,8,pre_shift,0.10625,0.059015312099174794,0.0606,0.0015846879008252074
27,9,post_shift,0.2375,0.033311267308749254,0.0342,0.0008887326912507473
27,10,post_shift,0.16875,0.013824632486420642,0.015,0.001175367513579358
27,11,post_shift,0.10625,0.030884108645373224,0.0326,0.001715891354626773
27,12,post_shift,0.175,0.032751011838620156,0.032,0.0007510118386201553
27,13,post_shift,0.15625,0.02563403838209042,0.0238,0.001834038382090418
27,14,post_shift,0.15,0.10399304857953875,0.1056,0.0016069514204612445
27,15,post_shift,0.14375,0.07477208673908779,0.0768,0.002027913260912201
27,16,post_shift,0.1375,0.0850978133982759,0.0812,0.0038978133982759122
27,17,post_shift,0.1625,0.3809283047934685,0.3744,0.006528304793468498
28,0,pre_shift,0.05625,0.15622836997984804,0.1552,0.0010283699798480372
28,1,pre_shift,0.06875,0.25775901282717983,0.251,0.006759012827179833
28,2,pre_shift,0.06875,0.4498028184683765,0.4412,0.008602818468376516
28,3,pre_shift,0.09375,0.3065585918592925,0.3114,0.004841408140707493
28,4,pre_shift,0.04375,0.2359922067655495,0.2416,0.005607793234450514
28,5,pre_shift,0.125,0.25912618934147746,0.2634,0.004273810658522559
28,6,pre_shift,0.10625,0.024627768577440378,0.0264,0.0017722314225596218
28,7,pre_shift,0.2375,0.006193505638575776,0.0084,0.0022064943614242237
28,8,pre_shift,0.3375,0.0017553553146968225,0.0016,0.00015535531469682245
28,9,post_shift,0.45,6.0624304381081325e-06,0.0,6.0624304381081325e-06
28,10,post_shift,0.50625,5.847946275082368e-05,0.0,5.847946275082368e-05
28,11,post_shift,0.58125,0.0004975560220350718,0.0006,0.00010244397796492814
28,12,post_shift,0.44375,6.728509367544848e-05,0.0002,0.00013271490632455152
28,13,post_shift,0.54375,0.00355912282719248,0.0032,0.0003591228271924798
28,14,post_shift,0.525,0.0022786162240959083,0.0022,7.861622409590817e-05
28,15,post_shift,0.4875,1.5825025153783948e-05,0.0,1.5825025153783948e-05
28,16,post_shift,0.5375,0.00011167554224426413,0.0004,0.0002883244577557359
28,17,post_shift,0.48125,0.00041022933907723994,0.0004,1.0229339077239919e-05
29,0,pre_shift,0.1,0.01772519847058089,0.0172,0.0005251984705808913
29,1,pre_shift,0.1125,0.01668979494657937,0.016,0.000689794946579371
29,2,pre_shift,0.09375,0.06574408152664962,0.0604,0.00534408152664962
29,3,pre_shift,0.14375,0.06429422382329783,0.064,0.0002942238232978289
29,4,pre_shift,0.18125,0.07700234883675539,0.0744,0.0026023488367553915
29,5,pre_shift,0.11875,0.04121315826104881,0.0402,0.0010131582610488077
29,6,pre_shift,0.225,0.011172877960313576,0.0112,2.7122039686423502e-05
29,7,pre_shift,0.275,0.009802257318083832,0.0118,0.001997742681916168
29,8,pre_shift,0.35625,0.0020866744474978753,0.0026,0.0005133255525021246
29,9,post_shift,0.5125,0.002825766548475643,0.0026,0.00022576654847564302
29,10,post_shift,0.49375,0.004331862708729415,0.0052,0.0008681372912705846
29,11,post_shift,0.46875,0.005012367413142524,0.0042,0.0008123674131425241
29,12,post_shift,0.40625,0.0006326646146839449,0.0004,0.0002326646146839449
29,13,post_shift,0.55,0.003868519673110811,0.004,0.00013148032688918912
29,14,post_shift,0.41875,0.0012945884943041863,0.0008,0.0004945884943041862
29,15,post_shift,0.4375,0.007599924054841387,0.006,0.0015999240548413866
29,16,post_shift,0.3125,0.002145534648812346,0.0024,0.00025446535118765377
29,17,post_shift,0.4125,0.0420501445189172,0.0414,0.0006501445189171992
30,0,pre_shift,0.05625,0.18197737317102955,0.1798,0.002177373171029562
30,1,pre_shift,0.0625,0.14900922446796802,0.1488,0.0002092244679680333
30,2,pre_shift,0.06875,0.13070812194873743,0.1362,0.005491878051262555
30,3,pre_shift,0.1,0.1035213000166347,0.1038,0.0002786999833652992
30,4,pre_shift,0.075,0.18582979151584436,0.1798,0.006029791515844374
30,5,pre_shift,0.08125,0.30597382442260374,0.3042,0.0017738244226037092
30,6,pre_shift,0.09375,0.2119106082150417,0.2108,0.0011106082150417196
30,7,pre_shift,0.06875,0.17120827662867322,0.1688,0.0024082766286732116
30,8,pre_shift,0.1625,0.6531929256754437,0.6538,0.0006070743245563115
30,9,post_shift,0.1625,0.6206673865295077,0.6226,0.0019326134704923392
30,10,post_shift,0.14375,0.4323466355598992,0.4346,0.002253364440100769
30,11,post_shift,0.1625,0.8162914909780512,0.8114,0.004891490978051194
30,12,post_shift,0.1375,0.7261091094258475,0.7282,0.0020908905741524597
30,13,post_shift,0.0875,0.6876443737222141,0.6846,0.003044373722214111
30,14,post_shift,0.16875,0.8957434963454508,0.893,0.002743496345450791
30,15,post_shift,0.05625,0.48278530364629246,0.472,0.010785303646292488
30,16,post_shift,0.08125,0.6622061706019213,0.6642,0.0019938293980786836
30,17,post_shift,0.15,0.8967929054702489,0.8968,7.094529751117129e-06
31,0,pre_shift,0.0875,0.27267678737583634,0.2676,0.0050767873758363335
31,1,pre_shift,0.08125,0.22408983701675422,0.224,8.98370167542184e-05
31,2,pre_shift,0.03125,0.06702725874472257,0.0658,0.0012272587447225702
31,3,pre_shift,0.06875,0.18333892773860028,0.1754,0.007938927738600277
31,4,pre_shift,0.1,0.4926391501016839,0.4952,0.0025608498983160644
31,5,pre_shift,0.0875,0.448319731306948,0.4562,0.007880268693051973
31,6,pre_shift,0.1,0.6909072247178659,0.6872,0.003707224717865887
31,7,pre_shift,0.05,0.3594236026185209,0.356,0.0034236026185209267
31,8,pre_shift,0.06875,0.47276710885321127,0.4758,0.00303289114678873
31,9,post_shift,0.15,0.8558084993422412,0.8618,0.005991500657758775
31,10,post_shift,0.19375,0.8325063224349628,0.8236,0.00890632243496281
31,11,post_shift,0.2,0.5617465787591728,0.564,0.002253421240827169
31,12,post_shift,0.175,0.7017163511884598,0.7054,0.0036836488115402632
31,13,post_shift,0.2,0.8320959485276278,0.8344,0.002304051472372226
31,14,post_shift,0.1125,0.6283590068701849,0.6356,0.0072409931298151875
31,15,post_shift,0.18125,0.8409711441890133,0.84,0.0009711441890133399
31,16,post_shift,0.19375,0.8204810383715411,0.8168,0.003681038371541101
31,17,post_shift,0.175,0.6068683174654466,0.6092,0.002331682534553403
32,0,pre_shift,0.1125,0.06856470329568554,0.0642,0.004364703295685543
32,1,pre_shift,0.05625,0.025780775597287326,0.0234,0.0023807755972873254
32,2,pre_shift,0.08125,0.04291985086487849,0.046,0.0030801491351215085
32,3,pre_shift,0.13125,0.01929698327795027,0.0192,9.698327795027231e-05
32,4,pre_shift,0.09375,0.012627771286326632,0.0148,0.0021722287136733687
32,5,pre_shift,0.1375,0.002445772153339784,0.0022,0.000245772153339784
32,6,pre_shift,0.24375,0.001663081091687315,0.0024,0.0007369189083126849
32,7,pre_shift,0.25625,0.008472422498716305,0.0094,0.0009275775012836957
32,8,pre_shift,0.33125,0.0014095586079283914,0.0014,9.558607928391444e-06
32,9,post_shift,0.51875,0.003993309592080793,0.0042,0.00020669040791920692
32,10,post_shift,0.41875,0.0011726204730041912,0.0014,0.00022737952699580875
32,11,post_shift,0.44375,0.0016112963199669385,0.0014,0.0002112963199669385
32,12,post_shift,0.41875,0.005791312688859089,0.0056,0.00019131268885908947
32,13,post_shift,0.4,0.01495442797817983,0.0164,0.0014455720218201715
32,14,post_shift,0.36875,0.028448373907512776,0.0286,0.00015162609248722467
32,15,post_shift,0.2375,0.007449118053612234,0.0074,4.911805361223348e-05
32,16,post_shift,0.30625,0.030254133677948578,0.0292,0.001054133677948578
32,17,post_shift,0.39375,0.07375474472293275,0.0774,0.003645255277067244
33,0,pre_shift,0.0625,0.10964206224249101,0.1068,0.002842062242491006
33,1,pre_shift,0.05625,0.05376379397587845,0.0514,0.0023637939758784504
33,2,pre_shift,0.10625,0.14528090255651357,0.146,0.0007190974434864161
33,3,pre_shift,0.05625,0.12371413559203187,0.1216,0.002114135592031871
33,4,pre_shift,0.0625,0.1354919092631941,0.1258,0.009691909263194104
33,5,pre_shift,0.0875,0.06963646542192098,0.0734,0.003763534578079028
33,6,pre_shift,0.10625,0.043973936821621235,0.0378,0.006173936821621234
33,7,pre_shift,0.09375,0.0250176922991263,0.0204,0.0046176922991263
33,8,pre_shift,0.10625,0.05599947743278846,0.0556,0.0003994774327884601
33,9,post_shift,0.26875,0.01519558019832961,0.0166,0.0014044198016703903
33,10,post_shift,0.225,0.019964734600277784,0.0202,0.00023526539972221552
33,11,post_shift,0.19375,0.024338711381234134,0.0262,0.0018612886187658675
33,12,post_shift,0.1625,0.0032614336255496583,0.0056,0.0023385663744503416
33,13,post_shift,0.225,0.010611886260462137,0.0094,0.0012118862604621368
33,14,post_shift,0.21875,0.0629444416604367,0.0606,0.002344441660436694
33,15,post_shift,0.125,0.02236382994478883,0.0214,0.0009638299447888299
33,16,post_shift,0.15,0.02525884302871812,0.0286,0.0033411569712818792
33,17,post_shift,0.18125,0.061144403446100275,0.0596,0.0015444034461002745
34,0,pre_shift,0.10625,0.05205299695156881,0.0546,0.0025470030484311956
34,1,pre_shift,0.09375,0.10122072970244833,0.1022,0.0009792702975516682
34,2,pre_shift,0.05,0.043336993507072555,0.0462,0.002863006492927443
34,3,pre_shift,0.075,0.06571516536349238,0.0672,0.0014848346365076148
34,4,pre_shift,0.06875,0.11036036144836583,0.1062,0.004160361448365832
34,5,pre_shift,0.1,0.048904425852847204,0.0544,0.005495574147152793
34,6,pre_shift,0.075,0.008147733790074344,0.0088,0.000652266209925657
34,7,pre_shift,0.125,0.09602339129786244,0.0986,0.0025766087021375506
34,8,pre_shift,0.1625,0.16620713726705416,0.1614,0.0048071372670541734
34,9,post_shift,0.14375,0.08879963488910164,0.0864,0.0023996348891016372
34,10,post_shift,0.175,0.4194237266471729,0.417,0.0024237266471729413
34,11,post_shift,0.20625,0.27835496474975874,0.273,0.005354964749758717
34,12,post_shift,0.20625,0.38706423289593084,0.393,0.005935767104069178
34,13,post_shift,0.1875,0.42707087313273523,0.423,0.004070873132735242
34,14,post_shift,0.25625,0.6267917032675202,0.6258,0.0009917032675201831
34,15,post_shift,0.15,0.6508527669141189,0.6622,0.011347233085881148
34,16,post_shift,0.1625,0.8033878449967801,0.8046,0.0012121550032199169
34,17,post_shift,0.16875,0.5086942044018326,0.503,0.005694204401832548
35,0,pre_shift,0.06875,0.21954108217845214,0.2182,0.0013410821784521354
35,1,pre_shift,0.075,0.07108479929171263,0.067,0.004084799291712626
35,2,pre_shift,0.075,0.2002524761565192,0.2086,0.008347523843480809
35,3,pre_shift,0.0875,0.0852114627346491,0.0876,0.002388537265350904
35,4,pre_shift,0.11875,0.0509742460739576,0.0486,0.0023742460739576005
35,5,pre_shift,0.10625,0.08327514629972975,0.0812,0.002075146299729755
35,6,pre_shift,0.1625,0.12085991240502442,0.1148,0.006059912405024417
35,7,pre_shift,0.11875,0.03645746046814405,0.0444,0.007942539531855954
35,8,pre_shift,0.175,0.1872462227062897,0.1858,0.0014462227062897182
35,9,post_shift,0.225,0.3854218951132838,0.3782,0.007221895113283805
35,10,post_shift,0.225,0.41407482147491703,0.4136,0.00047482147491700877
35,11,post_shift,0.3125,0.37907641344165627,0.3818,0.0027235865583437047
35,12,post_shift,0.19375,0.4181829812692665,0.412,0.00618298126926653
35,13,post_shift,0.21875,0.16088523514696218,0.173,0.012114764853037807
35,14,post_shift,0.21875,0.28828258705052495,0.276,0.012282587050524929
35,15,post_shift,0.20625,0.2859980173037947,0.2804,0.005598017303794722
35,16,post_shift,0.21875,0.338505976489033,0.343,0.004494023510967005
35,17,post_shift,0.23125,0.5453401119897117,0.5404,0.004940111989711671
36,0,pre_shift,0.0625,0.09292415235629448,0.0974,0.0044758476437055245
36,1,pre_shift,0.06875,0.33364978193589245,0.3264,0.00724978193589243
36,2,pre_shift,0.06875,0.05595806270914594,0.0568,0.000841937290854064
36,3,pre_shift,0.04375,0.0951763129224963,0.0924,0.0027763129224963046
36,4,pre_shift,0.075,0.11719926966898228,0.1142,0.002999269668982285
36,5,pre_shift,0.0875,0.2880718631073179,0.2908,0.002728136892682087
36,6,pre_shift,0.11875,0.14959218504078903,0.1544,0.004807814959210982
36,7,pre_shift,0.125,0.05283159851695273,0.0512,0.0016315985169527286
36,8,pre_shift,0.1125,0.02223918513119356,0.0228,0.0005608148688064397
36,9,post_shift,0.2375,0.01824591084424359,0.0146,0.0036459108442435887
36,10,post_shift,0.24375,0.005138505394999334,0.004,0.0011385053949993342
36,11,post_shift,0.14375,0.004205865755646452,0.005,0.000794134244353548
36,12,post_shift,0.21875,0.012881070703857411,0.0142,0.0013189292961425896
36,13,post_shift,0.2125,0.0014615646036451008,0.0008,0.0006615646036451007
36,14,post_shift,0.23125,0.002394103304286467,0.0034,0.0010058966957135328
36,15,post_shift,0.3125,0.004176429080227893,0.0044,0.00022357091977210763
36,16,post_shift,0.2875,0.0060512192839975295,0.0074,0.0013487807160024708
36,17,post_shift,0.275,0.0055769248444707134,0.003,0.0025769248444707134
37,0,pre_shift,0.05,0.15548563121375714,0.1572,0.0017143687862428703
37,1,pre_shift,0.08125,0.07890682496292822,0.0768,0.0021068249629282304
37,2,pre_shift,0.08125,0.06547417493769554,0.065,0.0004741749376955401
37,3,pre_shift,0.075,0.09512788767420154,0.0918,0.0033278876742015295
37,4,pre_shift,0.1,0.18943536981967307,0.1948,0.005364630180326929
37,5,pre_shift,0.1125,0.3118657974111193,0.3096,0.002265797411119319
37,6,pre_shift,0.125,0.31496723941650023,0.3198,0.00483276058349974
37,7,pre_shift,0.14375,0.501108827509525,0.5056,0.004491172490475037
37,8,pre_shift,0.1375,0.39212700631702185,0.3872,0.004927006317021865
37,9,post_shift,0.2125,0.17742535521715735,0.182,0.004574644782842641
37,10,post_shift,0.16875,0.30326775181285676,0.2972,0.0060677518128567365
37,11,post_shift,0.21875,0.6483734790112222,0.6436,0.00477347901122227
37,12,post_shift,0.18125,0.6591709557412756,0.6572,0.001970955741275593
37,13,post_shift,0.2,0.5690625260296265,0.5646,0.00446252602962649
37,14,post_shift,0.1125,0.6854920002550621,0.6902,0.004707999744937963
37,15,post_shift,0.21875,0.5623166808138313,0.5708,0.008483319186168625
37,16,post_shift,0.18125,0.46452742032096733,0.4516,0.012927420320967331
37,17,post_shift,0.175,0.41730401896290575,0.4074,0.00990401896290577
38,0,pre_shift,0.05625,0.15908143563770089,0.1666,0.007518564362299113
38,1,pre_shift,0.0875,0.11310828836862677,0.11,0.0031082883686267687
38,2,pre_shift,0.08125,0.06144551904620073,0.0562,0.005245519046200728
38,3,pre_shift,0.0875,0.056072310942833166,0.0522,0.0038723109428331626
38,4,pre_shift,0.1375,0.006383913242666742,0.0054,0.000983913242666742
38,5,pre_shift,0.1375,0.011684947984011146,0.0124,0.0007150520159888533
38,6,pre_shift,0.15,0.0034600061149802908,0.0024,0.001060006114980291
38,7,pre_shift,0.3,0.010413208906405074,0.0092,0.0012132089064050746
38,8,pre_shift,0.41875,9.805917773012373e-06,0.0,9.805917773012373e-06
38,9,post_shift,0.41875,9.41827492174007e-07,0.0,9.41827492174007e-07
38,10,post_shift,0.51875,3.965868229284732e-05,0.0,3.965868229284732e-05
38,11,post_shift,0.4375,1.8900738558127597e-06,0.0,1.8900738558127597e-06
38,12,post_shift,0.5,2.6970290422036552e-05,0.0,2.6970290422036552e-05
38,13,post_shift,0.54375,6.534735606033245e-05,0.0,6.534735606033245e-05
38,14,post_shift,0.40625,1.3955531039201853e-06,0.0,1.3955531039201853e-06
38,15,post_shift,0.45,0.0005119668256042048,0.0006,8.803317439579517e-05
38,16,post_shift,0.46875,8.622739985786065e-06,0.0,8.622739985786065e-06
38,17,post_shift,0.51875,4.6785790541027734e-05,0.0,4.6785790541027734e-05
39,0,pre_shift,0.05,0.05633022112518896,0.058,0.0016697788748110398
39,1,pre_shift,0.05625,0.15073590174049742,0.1512,0.0004640982595025822
39,2,pre_shift,0.09375,0.1433706238823384,0.1546,0.011229376117661588
39,3,pre_shift,0.08125,0.15094231231097113,0.1548,0.0038576876890288603
39,4,pre_shift,0.05625,0.30959017507849385,0.3218,0.01220982492150613
39,5,pre_shift,0.1125,0.13555964291677847,0.1366,0.0010403570832215325
39,6,pre_shift,0.11875,0.15692480256221275,0.1642,0.007275197437787262
39,7,pre_shift,0.09375,0.14345298999959877,0.1396,0.003852989999598766
39,8,pre_shift,0.0875,0.08279450586655533,0.0812,0.0015945058665553374
39,9,post_shift,0.1875,0.1627196135112064,0.1672,0.004480386488793592
39,10,post_shift,0.125,0.27576760543897716,0.2924,0.016632394561022834
39,11,post_shift,0.125,0.19163615692946356,0.1902,0.0014361569294635557
39,12,post_shift,0.1375,0.14190392806759103,0.1414,0.0005039280675910307
39,13,post_shift,0.1125,0.1467116574607369,0.1402,0.006511657460736897
39,14,post_shift,0.175,0.29177327953107857,0.2856,0.006173279531078546
39,15,post_shift,0.15,0.2354061894723867,0.2294,0.006006189472386708
39,16,post_shift,0.16875,0.20605454196035455,0.2062,0.0001454580396454408
39,17,post_shift,0.13125,0.143720090902553,0.1454,0.0016799090974470021
40,0,pre_shift,0.08125,0.058636280196939984,0.0578,0.0008362801969399869
40,1,pre_shift,0.05625,0.04802309064437057,0.0492,0.0011769093556294324
40,2,pre_shift,0.05625,0.04767555122376914,0.0502,0.002524448776230863
40,3,pre_shift,0.1,0.06206488774020314,0.0688,0.006735112259796859
40,4,pre_shift,0.0625,0.02870893840903857,0.0292,0.0004910615909614301
40,5,pre_shift,0.11875,0.03211520532667986,0.0318,0.00031520532667985574
40,6,pre_shift,0.175,0.02983914764253487,0.0336,0.003760852357465129
40,7,pre_shift,0.19375,0.010770317641105236,0.0082,0.0025703176411052357
40,8,pre_shift,0.275,0.004181860383432268,0.005,0.0008181396165677325
40,9,post_shift,0.275,0.0013513320369070757,0.0012,0.00015133203690707582
40,10,post_shift,0.2625,0.011560428773569081,0.013,0.001439571226430918
40,11,post_shift,0.3125,0.0085845454545759,0.0082,0.0003845454545758995
40,12,post_shift,0.29375,0.006212727884570536,0.0064,0.0001872721154294642
40,13,post_shift,0.29375,0.005946976687918609,0.0052,0.0007469766879186091
40,14,post_shift,0.225,0.140289865044683,0.1396,0.0006898650446829913
40,15,post_shift,0.2125,0.03833359274421948,0.0434,0.005066407255780524
